Numero_competencia,Posicion_general,Posicion_grupo,Tiempo_carrera,Tiempo_Chip,Categorial,Genero
5084,129,12,00:41:50,00:41:49,Plus,Masculino
5085,0,0,DNS,DNS,Abierta,Femenino
5086,1199,661,00:54:11,00:51:39,Abierta,Masculino
5087,6073,1330,01:20:57,01:13:10,Abierta,Femenino
5088,3012,1496,01:04:44,00:55:38,Abierta,Masculino
5089,2149,203,01:00:03,00:54:21,Abierta,Femenino
5090,4398,180,01:12:05,01:05:15,Master,Femenino
5091,4367,711,01:11:58,01:05:08,Abierta,Femenino
5092,0,0,DNS,DNS,Abierta,Masculino
5093,1002,558,00:52:45,00:50:03,Abierta,Masculino
5094,166,96,00:42:46,00:42:43,Abierta,Masculino
5095,3467,1686,01:07:13,00:59:41,Abierta,Masculino
5096,1142,631,00:53:45,00:52:57,Abierta,Masculino
5097,2390,456,01:01:26,00:55:35,Master,Masculino
5098,3334,602,01:06:31,01:03:58,Master,Masculino
5099,2356,243,01:01:14,01:00:59,Abierta,Femenino
5100,7858,230,01:35:53,01:25:52,Plus,Femenino
5101,5955,2536,01:20:18,01:11:47,Abierta,Masculino
5102,4558,2107,01:12:50,01:03:42,Abierta,Masculino
5103,6220,783,01:21:46,01:08:44,Plus,Masculino
5104,0,0,DNS,DNS,Abierta,Masculino
5105,7396,201,01:30:17,01:22:20,Plus,Femenino
5106,3477,1695,01:07:16,01:01:31,Abierta,Masculino
5107,5092,686,01:15:19,01:03:26,Plus,Masculino
5108,2304,230,01:00:57,00:57:47,Abierta,Femenino
5109,6234,1401,01:21:50,01:09:56,Abierta,Femenino
5110,6442,800,01:23:05,01:16:57,Plus,Masculino
5111,4745,823,01:13:42,01:04:41,Abierta,Femenino
5112,6448,954,01:23:08,01:16:58,Master,Masculino
5113,7943,3000,01:37:04,01:23:31,Abierta,Masculino
5114,7240,1020,01:28:55,01:24:48,Master,Masculino
5115,3335,446,01:06:31,01:01:06,Abierta,Femenino
5116,3174,418,01:05:37,01:01:10,Abierta,Femenino
5117,7280,1905,01:29:16,01:17:46,Abierta,Femenino
5118,3989,1893,01:09:46,00:58:15,Abierta,Masculino
5119,823,172,00:51:13,00:49:20,Master,Masculino
5120,1898,169,00:58:27,00:56:24,Abierta,Femenino
5121,907,504,00:51:56,00:49:45,Abierta,Masculino
5122,6385,2657,01:22:45,01:20:33,Abierta,Masculino
5123,6034,2561,01:20:44,01:13:52,Abierta,Masculino
5124,2767,1403,01:03:25,00:53:38,Abierta,Masculino
5125,3177,1564,01:05:39,01:01:42,Abierta,Masculino
5126,0,0,DNS,DNS,Abierta,Masculino
5127,372,216,00:46:32,00:45:03,Abierta,Masculino
5128,2977,1483,01:04:31,00:55:34,Abierta,Masculino
5129,709,404,00:50:07,00:48:05,Abierta,Masculino
5130,7550,1044,01:31:58,01:22:06,Master,Masculino
5131,5966,1283,01:20:22,01:11:24,Abierta,Femenino
5132,1053,71,00:53:08,00:47:37,Abierta,Femenino
5133,4201,580,01:11:04,01:06:35,Plus,Masculino
5134,2998,1492,01:04:40,01:00:03,Abierta,Masculino
5135,7241,398,01:28:55,01:15:06,Master,Femenino
5136,1000,556,00:52:44,00:51:26,Abierta,Masculino
5137,632,128,00:49:30,00:48:19,Master,Masculino
5138,5533,1126,01:17:49,01:06:29,Abierta,Femenino
5139,84,15,00:40:02,00:39:59,Master,Masculino
5140,6701,1632,01:24:40,01:11:54,Abierta,Femenino
5141,2136,200,00:59:55,00:55:40,Abierta,Femenino
5142,762,427,00:50:36,00:50:20,Abierta,Masculino
5143,5797,2478,01:19:22,01:17:13,Abierta,Masculino
5144,7207,1877,01:28:38,01:26:32,Abierta,Femenino
5145,3585,628,01:07:46,01:01:49,Master,Masculino
5146,3470,488,01:07:14,01:05:08,Plus,Masculino
5147,2380,247,01:01:23,00:57:33,Abierta,Femenino
5148,6004,2554,01:20:33,01:09:37,Abierta,Masculino
5149,6712,2728,01:24:44,01:12:49,Abierta,Masculino
5150,5231,2315,01:16:08,01:05:11,Abierta,Masculino
5151,1735,251,00:57:36,00:56:09,Plus,Masculino
5152,1435,202,00:55:48,00:54:21,Plus,Masculino
5153,9209,1195,DNS,DNS,Master,Masculino
5154,8111,928,01:40:19,01:40:19,Plus,Masculino
5155,1464,791,00:55:57,00:55:25,Abierta,Masculino
5156,4725,775,01:13:37,01:06:41,Master,Masculino
5157,4723,816,01:13:36,01:06:40,Abierta,Femenino
5158,8141,498,01:41:04,01:29:04,Master,Femenino
5159,5269,1019,01:16:23,01:13:08,Abierta,Femenino
5160,1763,923,00:57:45,00:55:07,Abierta,Masculino
5161,7289,1911,01:29:19,01:20:21,Abierta,Femenino
5162,6913,1728,01:26:14,01:16:51,Abierta,Femenino
5163,4004,619,01:09:51,01:03:22,Abierta,Femenino
5164,6190,1381,01:21:35,01:12:12,Abierta,Femenino
5165,1057,587,00:53:09,00:52:20,Abierta,Masculino
5166,3175,444,01:05:38,01:00:53,Plus,Masculino
5167,7761,2140,01:34:39,01:23:11,Abierta,Femenino
5168,8444,2460,01:54:30,01:43:01,Abierta,Femenino
5169,8473,3103,01:56:51,01:45:21,Abierta,Masculino
5170,283,169,00:45:07,00:44:52,Abierta,Masculino
5171,4485,2079,01:12:28,01:03:25,Abierta,Masculino
5172,1466,793,00:55:57,00:54:26,Abierta,Masculino
5173,5037,926,01:15:03,01:05:59,Abierta,Femenino
5174,2595,490,01:02:25,00:56:16,Master,Masculino
5175,5743,2463,01:19:03,01:07:09,Abierta,Masculino
5176,3202,105,01:05:48,01:00:35,Master,Femenino
5177,7620,219,01:32:52,01:22:03,Plus,Femenino
5178,6696,1628,01:24:38,01:12:44,Abierta,Femenino
5179,3890,1856,01:09:17,01:07:14,Abierta,Masculino
5180,2132,1100,00:59:55,00:58:22,Abierta,Masculino
5181,7484,1994,01:31:02,01:31:02,Abierta,Femenino
5182,5908,2516,01:20:01,01:06:15,Abierta,Masculino
5183,2234,216,01:00:30,00:55:41,Abierta,Femenino
5184,8060,1074,01:39:18,01:24:41,Master,Masculino
5185,8276,510,01:44:28,01:29:51,Master,Femenino
5186,9210,323,DNS,DNS,Plus,Femenino
5187,2873,404,01:03:57,00:58:08,Plus,Masculino
5188,7505,2005,01:31:18,01:23:55,Abierta,Femenino
5189,6865,832,01:25:55,01:16:39,Plus,Masculino
5190,4601,2120,01:13:01,01:06:00,Abierta,Masculino
5191,2418,1235,01:01:35,00:57:52,Abierta,Masculino
5192,0,0,DNS,DNS,Plus,Masculino
5193,2224,1142,01:00:27,00:51:13,Abierta,Masculino
5194,0,0,DNS,DNS,Abierta,Femenino
5195,7542,2029,01:31:53,01:24:35,Abierta,Femenino
5196,1734,909,00:57:36,00:50:21,Abierta,Masculino
5197,6068,920,01:20:57,01:11:24,Master,Masculino
5198,8381,3087,01:48:57,01:38:35,Abierta,Masculino
5199,8147,2317,01:41:14,01:30:56,Abierta,Femenino
5200,7606,2055,01:32:41,01:21:16,Abierta,Femenino
5201,2302,1178,01:00:57,00:57:38,Abierta,Masculino
5202,5843,891,01:19:38,01:10:56,Master,Masculino
5203,0,0,DNS,DNS,Abierta,Masculino
5204,8208,2349,01:42:43,01:31:01,Abierta,Femenino
5205,0,0,DNS,DNS,Abierta,Femenino
5206,6207,2616,01:21:41,01:09:58,Abierta,Masculino
5207,0,0,DNS,DNS,Abierta,Femenino
5208,2670,35,01:02:51,01:01:03,Plus,Femenino
5209,5445,1085,01:17:22,01:15:35,Abierta,Femenino
5210,6550,340,01:23:45,01:13:20,Master,Femenino
5211,968,196,00:52:27,00:50:35,Master,Masculino
5212,5808,2482,01:19:26,01:08:40,Abierta,Masculino
5213,8498,2485,02:01:33,01:47:22,Abierta,Femenino
5214,4550,755,01:12:46,01:02:16,Master,Masculino
5215,2004,394,00:59:03,00:57:49,Master,Masculino
5216,0,0,DNS,DNS,Abierta,Masculino
5217,1904,985,00:58:31,00:55:44,Abierta,Masculino
5218,3667,637,01:08:12,01:03:58,Master,Masculino
5219,0,0,DNS,DNS,Abierta,Masculino
5220,7528,2022,01:31:36,01:22:25,Abierta,Femenino
5221,3603,1747,01:07:52,01:00:01,Abierta,Masculino
5222,0,0,DNS,DNS,Abierta,Femenino
5223,4441,2061,01:12:17,01:03:02,Abierta,Masculino
5224,990,549,00:52:39,00:51:24,Abierta,Masculino
5225,7149,1010,01:28:08,01:14:30,Master,Masculino
5226,2459,1255,01:01:46,00:56:29,Abierta,Masculino
5227,1386,757,00:55:29,00:52:55,Abierta,Masculino
5228,1375,749,00:55:25,00:54:18,Abierta,Masculino
5229,2667,1356,01:02:50,00:57:59,Abierta,Masculino
5230,2447,467,01:01:43,01:00:21,Master,Masculino
5231,7428,1974,01:30:33,01:17:08,Abierta,Femenino
5232,6906,2778,01:26:11,01:12:45,Abierta,Masculino
5233,2117,1093,00:59:52,00:55:55,Abierta,Masculino
5234,4308,171,01:11:38,01:07:46,Master,Femenino
5235,5158,815,01:15:42,01:03:42,Master,Masculino
5236,2089,193,00:59:40,00:58:35,Abierta,Femenino
5237,0,0,DNS,DNS,Abierta,Masculino
5238,4399,2047,01:12:05,01:00:20,Abierta,Masculino
5239,1311,714,00:54:59,00:46:16,Abierta,Masculino
5240,0,0,DNS,DNS,Abierta,Femenino
5241,1299,90,00:54:54,00:46:15,Abierta,Femenino
5242,3941,1876,01:09:29,01:03:52,Abierta,Masculino
5243,5744,2464,01:19:03,01:12:15,Abierta,Masculino
5244,6667,2720,01:24:28,01:18:55,Abierta,Masculino
5245,9221,1196,DNS,DNS,Master,Masculino
5246,3849,538,01:09:03,01:03:32,Plus,Masculino
5247,6291,2635,01:22:08,01:14:17,Abierta,Masculino
5248,0,0,DNS,DNS,Abierta,Femenino
5249,6286,1425,01:22:05,01:16:22,Abierta,Femenino
5250,6127,1356,01:21:14,01:08:12,Abierta,Femenino
5251,0,0,DNS,DNS,Abierta,Femenino
5252,3190,102,01:05:44,01:03:57,Master,Femenino
5253,6751,822,01:25:00,01:11:36,Plus,Masculino
5254,5426,2365,01:17:15,01:13:34,Abierta,Masculino
5255,3184,581,01:05:43,01:03:56,Master,Masculino
5256,655,33,00:49:43,00:49:21,Abierta,Femenino
5257,8030,2261,01:38:46,01:25:56,Abierta,Femenino
5258,7928,2997,01:36:50,01:23:34,Abierta,Masculino
5259,148,17,00:42:13,00:41:45,Plus,Masculino
5260,6752,1650,01:25:00,01:11:42,Abierta,Femenino
5261,2883,1449,01:04:00,01:01:44,Abierta,Masculino
5262,7204,855,01:28:37,01:19:54,Plus,Masculino
5263,3792,1817,01:08:50,01:00:52,Abierta,Masculino
5264,243,42,00:44:18,00:43:41,Master,Masculino
5265,3710,1788,01:08:24,01:04:38,Abierta,Masculino
5266,5256,1013,01:16:17,01:04:08,Abierta,Femenino
5267,2825,1427,01:03:44,00:57:45,Abierta,Masculino
5268,2601,1330,01:02:26,00:56:27,Abierta,Masculino
5269,9224,1197,DNS,DNS,Master,Masculino
5270,3386,1655,01:06:48,00:59:25,Abierta,Masculino
5271,5627,728,01:18:19,01:14:16,Plus,Masculino
5272,5331,1038,01:16:43,01:14:10,Abierta,Femenino
5273,170,99,00:42:49,00:42:31,Abierta,Masculino
5274,2499,1275,01:02:00,00:51:46,Abierta,Masculino
5275,0,0,DNS,DNS,Abierta,Masculino
5276,4583,762,01:12:56,01:02:25,Master,Masculino
5277,7277,860,01:29:14,01:19:40,Plus,Masculino
5278,2598,368,01:02:25,00:59:15,Plus,Masculino
5279,3201,447,01:05:48,01:00:45,Plus,Masculino
5280,9226,1198,DNS,DNS,Master,Masculino
5281,0,0,DNS,DNS,Abierta,Femenino
5282,2383,346,01:01:24,00:55:23,Plus,Masculino
5283,2386,248,01:01:25,00:55:25,Abierta,Femenino
5284,6939,1745,01:26:26,01:13:32,Abierta,Femenino
5285,2331,448,01:01:06,01:01:00,Master,Masculino
5286,5059,933,01:15:10,01:08:01,Abierta,Femenino
5287,5781,743,01:19:15,01:15:14,Plus,Masculino
5288,0,0,DNS,DNS,Master,Femenino
5289,745,89,00:50:27,00:50:22,Plus,Masculino
5290,618,359,00:49:21,00:47:43,Abierta,Masculino
5291,245,25,00:44:22,00:44:09,Plus,Masculino
5292,4981,902,01:14:46,01:04:48,Abierta,Femenino
5293,1256,24,00:54:33,00:53:45,Master,Femenino
5294,9229,1199,DNS,DNS,Master,Masculino
5295,5811,2483,01:19:28,01:10:12,Abierta,Masculino
5296,3413,614,01:06:59,01:02:01,Master,Masculino
5297,423,86,00:47:13,00:46:25,Master,Masculino
5298,0,0,DNS,DNS,Abierta,Masculino
5299,1025,572,00:52:54,00:49:59,Abierta,Masculino
5300,5665,2439,01:18:34,01:06:08,Abierta,Masculino
5301,4071,155,01:10:16,01:05:37,Master,Femenino
5302,5545,278,01:17:53,01:09:58,Master,Femenino
5303,8413,2446,01:50:58,01:39:43,Abierta,Femenino
5304,3830,1828,01:08:58,01:01:03,Abierta,Masculino
5305,4697,643,01:13:30,00:59:59,Plus,Masculino
5306,4446,2063,01:12:18,01:12:18,Abierta,Masculino
5307,5637,2431,01:18:23,01:11:22,Abierta,Masculino
5308,1312,91,00:54:59,00:54:09,Abierta,Femenino
5309,5369,1049,01:16:56,01:16:07,Abierta,Femenino
5310,1549,116,00:56:30,00:55:41,Abierta,Femenino
5311,4694,206,01:13:29,01:00:00,Master,Femenino
5312,0,0,DNF,DNF,Plus,Femenino
5313,2849,401,01:03:50,01:02:18,Plus,Masculino
5314,2609,495,01:02:29,01:00:24,Master,Masculino
5315,619,64,00:49:22,00:49:08,Plus,Masculino
5316,3518,481,01:07:29,01:06:04,Abierta,Femenino
5317,3338,603,01:06:32,01:06:04,Master,Masculino
5318,3146,1550,01:05:29,00:51:28,Abierta,Masculino
5319,1430,772,00:55:47,00:49:47,Abierta,Masculino
5320,2884,544,01:04:00,00:59:02,Master,Masculino
5321,2370,245,01:01:19,01:00:30,Abierta,Femenino
5322,137,76,00:42:02,00:41:55,Abierta,Masculino
5323,561,115,00:48:53,00:47:51,Master,Masculino
5324,0,0,DNS,DNS,Abierta,Femenino
5325,0,0,DNS,DNS,Abierta,Femenino
5326,6461,1514,01:23:15,01:11:42,Abierta,Femenino
5327,6386,793,01:22:45,01:12:03,Plus,Masculino
5328,1818,155,00:58:03,00:56:58,Abierta,Femenino
5329,1184,164,00:54:04,00:53:37,Plus,Masculino
5330,2893,340,01:04:03,01:01:30,Abierta,Femenino
5331,1473,294,00:56:01,00:54:38,Master,Masculino
5332,4690,807,01:13:27,01:02:14,Abierta,Femenino
5333,3833,569,01:08:58,01:05:32,Abierta,Femenino
5334,513,302,00:48:17,00:47:01,Abierta,Masculino
5335,2632,500,01:02:36,00:56:35,Master,Masculino
5336,1854,265,00:58:14,00:57:44,Plus,Masculino
5337,1777,39,00:57:50,00:54:27,Master,Femenino
5338,3798,557,01:08:51,01:04:40,Abierta,Femenino
5339,154,86,00:42:27,00:42:21,Abierta,Masculino
5340,980,129,00:52:35,00:51:18,Plus,Masculino
5341,4447,613,01:12:18,01:10:11,Plus,Masculino
5342,6039,1312,01:20:45,01:12:45,Abierta,Femenino
5343,666,381,00:49:47,00:49:33,Abierta,Masculino
5344,1480,210,00:56:03,00:53:56,Plus,Masculino
5345,4649,788,01:13:15,01:07:43,Abierta,Femenino
5346,503,295,00:48:09,00:47:47,Abierta,Masculino
5347,1581,837,00:56:46,00:52:11,Abierta,Masculino
5348,5353,1043,01:16:49,01:10:09,Abierta,Femenino
5349,0,0,DNS,DNS,Plus,Masculino
5350,8223,2357,01:43:07,01:32:18,Abierta,Femenino
5351,3552,490,01:07:39,00:55:03,Abierta,Femenino
5352,1988,291,00:58:58,00:58:58,Plus,Masculino
5353,4579,760,01:12:55,01:05:35,Master,Masculino
5354,0,0,DNS,DNS,Abierta,Femenino
5355,6434,2667,01:23:02,01:22:33,Abierta,Masculino
5356,0,0,DNS,DNS,Abierta,Masculino
5357,6449,1506,01:23:09,01:15:47,Abierta,Femenino
5358,0,0,DNS,DNS,Abierta,Masculino
5359,3567,497,01:07:42,01:02:02,Abierta,Femenino
5360,5137,968,01:15:34,01:09:55,Abierta,Femenino
5361,790,162,00:50:52,00:50:48,Master,Masculino
5362,1998,178,00:59:01,00:55:19,Abierta,Femenino
5363,4315,597,01:11:41,01:07:16,Plus,Masculino
5364,2794,1413,01:03:33,01:00:14,Abierta,Masculino
5365,0,0,DNS,DNS,Abierta,Masculino
5366,7679,2098,01:33:32,01:33:32,Abierta,Femenino
5367,370,215,00:46:29,00:45:03,Abierta,Masculino
5368,4416,728,01:12:10,01:02:58,Abierta,Femenino
5369,1065,72,00:53:14,00:49:45,Abierta,Femenino
5370,2532,1292,01:02:09,01:00:06,Abierta,Masculino
5371,5849,2496,01:19:40,01:19:40,Abierta,Masculino
5372,7982,239,01:37:46,01:27:56,Plus,Femenino
5373,890,495,00:51:48,00:50:09,Abierta,Masculino
5374,702,401,00:50:03,00:48:19,Abierta,Masculino
5375,1567,119,00:56:39,00:55:00,Abierta,Femenino
5376,1991,48,00:58:59,00:57:56,Master,Femenino
5377,4444,739,01:12:18,01:00:52,Master,Masculino
5378,6502,1534,01:23:29,01:18:35,Abierta,Femenino
5379,4596,193,01:13:00,01:04:39,Master,Femenino
5380,0,0,DNS,DNS,Plus,Masculino
5381,1810,945,00:58:01,00:56:00,Abierta,Masculino
5382,7455,2908,01:30:46,01:17:39,Abierta,Masculino
5383,7824,2172,01:35:21,01:22:21,Abierta,Femenino
5384,747,422,00:50:27,00:48:15,Abierta,Masculino
5385,4355,176,01:11:55,01:02:19,Master,Femenino
5386,6450,2669,01:23:09,01:10:09,Abierta,Masculino
5387,4072,1926,01:10:16,01:05:53,Abierta,Masculino
5388,4555,191,01:12:48,01:02:12,Master,Femenino
5389,1336,264,00:55:12,00:54:42,Master,Masculino
5390,650,135,00:49:38,00:49:32,Master,Masculino
5391,1032,200,00:52:59,00:52:44,Master,Masculino
5392,5605,1156,01:18:13,01:14:31,Abierta,Femenino
5393,8102,2301,01:40:13,01:30:01,Abierta,Femenino
5394,7286,1909,01:29:19,01:20:48,Abierta,Femenino
5395,1740,912,00:57:38,00:57:01,Abierta,Masculino
5396,2666,34,01:02:49,01:01:15,Plus,Femenino
5397,695,81,00:49:59,00:48:28,Plus,Masculino
5398,6217,317,01:21:44,01:09:40,Master,Femenino
5399,4420,729,01:12:10,01:06:58,Abierta,Femenino
5400,3234,453,01:05:59,00:59:59,Plus,Masculino
5401,646,70,00:49:37,00:49:23,Plus,Masculino
5402,6358,1462,01:22:35,01:14:09,Abierta,Femenino
5403,0,0,DNS,DNS,Abierta,Masculino
5404,3303,462,01:06:21,01:04:05,Plus,Masculino
5405,0,0,DNS,DNS,Abierta,Masculino
5406,3358,1642,01:06:40,00:59:59,Abierta,Masculino
5407,7690,2104,01:33:39,01:25:14,Abierta,Femenino
5408,609,8,00:49:17,00:46:58,Master,Femenino
5409,7191,2840,01:28:31,01:22:18,Abierta,Masculino
5410,2128,1098,00:59:54,00:55:49,Abierta,Masculino
5411,6649,1607,01:24:17,01:13:35,Abierta,Femenino
5412,0,0,DNS,DNS,Abierta,Masculino
5413,6029,1309,01:20:40,01:14:24,Abierta,Femenino
5414,9242,1200,DNS,DNS,Master,Masculino
5415,2311,1181,01:01:01,00:57:05,Abierta,Masculino
5416,3872,1848,01:09:11,01:04:09,Abierta,Masculino
5417,6972,1763,01:26:44,01:21:42,Abierta,Femenino
5418,875,487,00:51:42,00:50:37,Abierta,Masculino
5419,4843,2200,01:14:09,01:07:52,Abierta,Masculino
5420,7699,1051,01:33:50,01:25:28,Master,Masculino
5421,0,0,DNS,DNS,Abierta,Femenino
5422,2257,1157,01:00:39,00:54:48,Abierta,Masculino
5423,2737,1388,01:03:12,01:00:04,Abierta,Masculino
5424,2842,328,01:03:48,01:00:40,Abierta,Femenino
5425,2723,1383,01:03:09,00:51:34,Abierta,Masculino
5426,3426,122,01:07:03,01:02:56,Master,Femenino
5427,7152,2832,01:28:09,01:17:19,Abierta,Masculino
5428,6368,792,01:22:38,01:16:55,Plus,Masculino
5429,6105,774,01:21:09,01:07:31,Plus,Masculino
5430,6795,1667,01:25:18,01:13:32,Abierta,Femenino
5431,893,109,00:51:50,00:50:56,Plus,Masculino
5432,4210,671,01:11:06,01:07:11,Abierta,Femenino
5433,2290,1170,01:00:53,00:56:20,Abierta,Masculino
5434,269,28,00:44:54,00:44:48,Plus,Masculino
5435,4563,757,01:12:51,01:10:27,Master,Masculino
5436,2195,326,01:00:20,00:56:35,Plus,Masculino
5437,4540,759,01:12:42,01:08:27,Abierta,Femenino
5438,4973,2237,01:14:44,01:03:04,Abierta,Masculino
5439,7936,234,01:36:58,01:24:41,Plus,Femenino
5440,1578,835,00:56:45,00:56:17,Abierta,Masculino
5441,1579,121,00:56:45,00:56:16,Abierta,Femenino
5442,5453,2377,01:17:24,01:08:22,Abierta,Masculino
5443,5465,1092,01:17:28,01:08:26,Abierta,Femenino
5444,4646,2135,01:13:14,00:59:58,Abierta,Masculino
5445,6101,1341,01:21:08,01:17:31,Abierta,Femenino
5446,2028,1051,00:59:16,00:51:21,Abierta,Masculino
5447,3315,1622,01:06:26,00:53:12,Abierta,Masculino
5448,7476,2918,01:30:55,01:17:27,Abierta,Masculino
5449,3457,486,01:07:11,01:01:22,Plus,Masculino
5450,7134,1846,01:28:00,01:15:37,Abierta,Femenino
5451,4376,2040,01:11:59,00:57:10,Abierta,Masculino
5452,7701,2954,01:33:52,01:20:21,Abierta,Masculino
5453,6849,831,01:25:47,01:12:18,Plus,Masculino
5454,4145,655,01:10:47,01:02:23,Abierta,Femenino
5455,7791,2966,01:34:59,01:31:05,Abierta,Masculino
5456,3756,654,01:08:39,01:02:21,Master,Masculino
5457,1177,650,00:54:01,00:50:58,Abierta,Masculino
5458,5614,2423,01:18:15,01:10:03,Abierta,Masculino
5459,56,24,00:37:58,00:37:57,Abierta,Masculino
5460,4945,232,01:14:38,01:08:57,Master,Femenino
5461,6063,2572,01:20:55,01:10:51,Abierta,Masculino
5462,7850,2184,01:35:46,01:22:32,Abierta,Femenino
5463,581,338,00:49:04,00:48:06,Abierta,Masculino
5464,1253,684,00:54:32,00:50:37,Abierta,Masculino
5465,4758,2174,01:13:46,01:00:46,Abierta,Masculino
5466,5666,875,01:18:34,01:16:09,Master,Masculino
5467,2167,1115,01:00:10,00:54:23,Abierta,Masculino
5468,5456,2378,01:17:25,01:08:09,Abierta,Masculino
5469,7257,2864,01:29:02,01:19:37,Abierta,Masculino
5470,476,278,00:47:54,00:47:37,Abierta,Masculino
5471,7733,2123,01:34:16,01:20:59,Abierta,Femenino
5472,6928,1741,01:26:21,01:13:53,Abierta,Femenino
5473,0,0,DNS,DNS,Abierta,Masculino
5474,6793,171,01:25:18,01:12:00,Plus,Femenino
5475,4211,672,01:11:07,01:04:50,Abierta,Femenino
5476,4938,891,01:14:36,01:05:29,Abierta,Femenino
5477,6736,2735,01:24:55,01:13:04,Abierta,Masculino
5478,7796,2161,01:35:03,01:34:37,Abierta,Femenino
5479,5877,1258,01:19:51,01:11:46,Abierta,Femenino
5480,1733,908,00:57:36,00:54:27,Abierta,Masculino
5481,7085,1821,01:27:36,01:18:28,Abierta,Femenino
5482,0,0,DNS,DNS,Abierta,Masculino
5483,6003,762,01:20:33,01:10:41,Plus,Masculino
5484,1092,606,00:53:26,00:52:37,Abierta,Masculino
5485,5510,860,01:17:40,01:11:14,Master,Masculino
5486,0,0,DNS,DNS,Abierta,Masculino
5487,5384,1058,01:17:00,01:07:08,Abierta,Femenino
5488,5544,1130,01:17:53,01:04:07,Abierta,Femenino
5489,5985,1291,01:20:29,01:12:11,Abierta,Femenino
5490,7784,445,01:34:54,01:25:40,Master,Femenino
5491,0,0,DNS,DNS,Abierta,Masculino
5492,2677,1362,01:02:53,00:58:10,Abierta,Masculino
5493,6375,1468,01:22:40,01:14:20,Abierta,Femenino
5494,2569,1312,01:02:16,00:57:26,Abierta,Masculino
5495,4569,627,01:12:52,01:12:52,Plus,Masculino
5496,6271,1419,01:22:00,01:19:18,Abierta,Femenino
5497,1529,308,00:56:20,00:52:21,Master,Masculino
5498,7574,2042,01:32:14,01:24:48,Abierta,Femenino
5499,873,104,00:51:41,00:50:41,Plus,Masculino
5500,1985,289,00:58:58,00:55:49,Plus,Masculino
5501,6209,1389,01:21:41,01:15:50,Abierta,Femenino
5502,3841,147,01:09:01,01:03:20,Master,Femenino
5503,6771,2748,01:25:08,01:17:25,Abierta,Masculino
5504,8121,3035,01:40:28,01:32:18,Abierta,Masculino
5505,6975,2797,01:26:45,01:12:24,Abierta,Masculino
5506,5591,1148,01:18:09,01:10:03,Abierta,Femenino
5507,3664,525,01:08:11,01:04:19,Abierta,Femenino
5508,7012,2804,01:27:01,01:12:49,Abierta,Masculino
5509,9248,324,DNS,DNS,Plus,Femenino
5510,1527,818,00:56:20,00:54:35,Abierta,Masculino
5511,6108,2581,01:21:09,01:11:49,Abierta,Masculino
5512,1704,896,00:57:23,00:53:01,Abierta,Masculino
5513,5324,1037,01:16:40,01:12:18,Abierta,Femenino
5514,2321,1185,01:01:03,00:55:03,Abierta,Masculino
5515,0,0,DNS,DNS,Abierta,Femenino
5516,3071,1519,01:05:04,00:55:38,Abierta,Masculino
5517,3441,1674,01:07:07,00:58:23,Abierta,Masculino
5518,6294,2636,01:22:09,01:08:00,Abierta,Masculino
5519,7549,2031,01:31:57,01:19:14,Abierta,Femenino
5520,7175,1013,01:28:24,01:26:06,Master,Masculino
5521,1200,234,00:54:11,00:51:14,Master,Masculino
5522,6635,1599,01:24:14,01:11:30,Abierta,Femenino
5523,7178,394,01:28:25,01:26:05,Master,Femenino
5524,5310,1034,01:16:36,01:01:46,Abierta,Femenino
5525,8018,482,01:38:31,01:28:06,Master,Femenino
5526,5479,1100,01:17:32,01:11:14,Abierta,Femenino
5527,5210,993,01:16:00,01:07:05,Abierta,Femenino
5528,8330,2411,01:46:28,01:36:53,Abierta,Femenino
5529,400,79,00:46:55,00:46:24,Master,Masculino
5530,4283,725,01:11:30,01:07:09,Master,Masculino
5531,4581,761,01:12:56,01:05:14,Master,Masculino
5532,912,507,00:51:58,00:51:36,Abierta,Masculino
5533,5570,1143,01:18:02,01:13:04,Abierta,Femenino
5534,4507,189,01:12:34,01:05:43,Master,Femenino
5535,4091,1935,01:10:25,00:59:05,Abierta,Masculino
5536,4668,797,01:13:19,01:10:49,Abierta,Femenino
5537,4932,889,01:14:34,01:08:53,Abierta,Femenino
5538,1373,747,00:55:25,00:52:55,Abierta,Masculino
5539,0,0,DNS,DNS,Abierta,Masculino
5540,2972,416,01:04:29,00:59:47,Plus,Masculino
5541,0,0,DNS,DNS,Abierta,Masculino
5542,6394,1479,01:22:49,01:11:08,Abierta,Femenino
5543,3014,1497,01:04:44,01:00:38,Abierta,Masculino
5544,3189,1568,01:05:44,01:01:10,Abierta,Masculino
5545,3474,1692,01:07:15,00:59:03,Abierta,Masculino
5546,7160,1855,01:28:16,01:16:32,Abierta,Femenino
5547,0,0,DNS,DNS,Abierta,Masculino
5548,5444,2371,01:17:22,01:09:27,Abierta,Masculino
5549,2776,315,01:03:28,00:59:38,Abierta,Femenino
5550,4990,906,01:14:48,01:12:04,Abierta,Femenino
5551,2622,1338,01:02:33,00:57:25,Abierta,Masculino
5552,6828,826,01:25:33,01:12:00,Plus,Masculino
5553,7314,193,01:29:32,01:15:58,Plus,Femenino
5554,2240,57,01:00:31,00:56:54,Master,Femenino
5555,3381,609,01:06:46,01:03:09,Master,Masculino
5556,5982,911,01:20:27,01:06:25,Master,Masculino
5557,2515,1282,01:02:03,00:58:44,Abierta,Masculino
5558,899,186,00:51:52,00:49:23,Master,Masculino
